pokédex_number, name, form_symbol, species, type_1, type_2, ability_1, ability_2, ability_hidden, height_m, weight_kg, catch_rate, friendship, exp, male_percent, egg_cycles, growth_rate, egg_type_1, egg_type_2, hp, attack, defense, sp_attack, sp_defense, speed
365, Walrein, , Ice Break, Ice, Water, Thick Fat, Ice Body, Oblivious, 1.4, 150.6, 45, 70, 239, 50, 20, Medium Slow, Field, Water 1, 110, 80, 90, 95, 90, 65
366, Clamperl, , Bivalve, Water, , Shell Armor, , Rattled, 0.4, 52.5, 255, 70, 69, 50, 20, Erratic, Water 1, , 35, 64, 85, 74, 55, 32
367, Huntail, , Deep Sea, Water, , Swift Swim, , Water Veil, 1.7, 27, 60, 70, 170, 50, 20, Erratic, Water 1, , 55, 104, 105, 94, 75, 52
368, Gorebyss, , South Sea, Water, , Swift Swim, , Hydration, 1.8, 22.6, 60, 70, 170, 50, 20, Erratic, Water 1, , 55, 84, 105, 114, 75, 52
369, Relicanth, , Longevity, Water, Rock, Swift Swim, Rock Head, Sturdy, 1, 23.4, 25, 70, 170, 87.5, 40, Slow, Water 1, Water 2, 100, 90, 130, 45, 65, 55
370, Luvdisc, , Rendezvous, Water, , Swift Swim, , Hydration, 0.6, 8.7, 225, 70, 116, 25, 20, Fast, Water 2, , 43, 30, 55, 40, 65, 97
371, Bagon, , Rock Head, Dragon, , Rock Head, , Sheer Force, 0.6, 42.1, 45, 35, 60, 50, 40, Slow, Dragon, , 45, 75, 60, 40, 30, 50
372, Shelgon, , Endurance, Dragon, , Rock Head, , Overcoat, 1.1, 110.5, 45, 35, 147, 50, 40, Slow, Dragon, , 65, 95, 100, 60, 50, 50
373, Salamence, , Dragon, Dragon, Flying, Intimidate, , Moxie, 1.5, 102.6, 45, 35, 270, 50, 40, Slow, Dragon, , 95, 135, 80, 110, 80, 100
373, Mega Salamence, m, Dragon, Dragon, Flying, Aerilate, , , 1.8, 112.6, 45, 35, 315, 50, 40, Slow, Dragon, , 95, 145, 130, 120, 90, 120
374, Beldum, , Iron Ball, Steel, Psychic, Clear Body, , Light Metal, 0.6, 95.2, 3, 35, 60, , 40, Slow, Mineral, , 40, 55, 80, 35, 60, 30
375, Metang, , Iron Claw, Steel, Psychic, Clear Body, , Light Metal, 1.2, 202.5, 3, 35, 147, , 40, Slow, Mineral, , 60, 75, 100, 55, 80, 50
376, Metagross, , Iron Leg, Steel, Psychic, Clear Body, , Light Metal, 1.6, 550, 3, 35, 270, , 40, Slow, Mineral, , 80, 135, 130, 95, 90, 70
376, Mega Metagross, m, Iron Leg, Steel, Psychic, Tough Claws, , , 2.5, 942.9, 3, 35, 315, , 40, Slow, Mineral, , 80, 145, 150, 105, 110, 110
377, Regirock, , Rock Peak, Rock, , Clear Body, , Sturdy, 1.7, 230, 3, 35, 261, , 80, Slow, Undiscovered, , 80, 100, 200, 50, 100, 50
378, Regice, , Iceberg, Ice, , Clear Body, , Ice Body, 1.8, 175, 3, 35, 261, , 80, Slow, Undiscovered, , 80, 50, 100, 100, 200, 50
379, Registeel, , Iron, Steel, , Clear Body, , Light Metal, 1.9, 205, 3, 35, 261, , 80, Slow, Undiscovered, , 80, 75, 150, 75, 150, 50
380, Latias, , Eon, Dragon, Psychic, Levitate, , , 1.4, 40, 3, 90, 270, 0, 120, Slow, Undiscovered, , 80, 80, 90, 110, 130, 110
380, Mega Latias, m, Eon, Dragon, Psychic, Levitate, , , 1.8, 52, 3, 90, 315, 0, 120, Slow, Undiscovered, , 80, 100, 120, 140, 150, 110
381, Latios, , Eon, Dragon, Psychic, Levitate, , , 2, 60, 3, 90, 270, 100, 120, Slow, Undiscovered, , 80, 90, 80, 130, 110, 110
381, Mega Latios, m, Eon, Dragon, Psychic, Levitate, , , 2.3, 70, 3, 90, 315, 100, 120, Slow, Undiscovered, , 80, 130, 100, 160, 120, 110
382, Kyogre, , Sea Basin, Water, , Drizzle, , , 4.5, 352, 3, 0, 302, , 120, Slow, Undiscovered, , 100, 100, 90, 150, 140, 90
382, Primal Kyogre, m, Sea Basin, Water, , Primordial Sea, , , 9.8, 430, 5, 0, 347, , 120, Slow, Undiscovered, , 100, 150, 90, 180, 160, 90
383, Groudon, , Continent, Ground, , Drought, , , 3.5, 950, 3, 0, 302, , 120, Slow, Undiscovered, , 100, 150, 140, 100, 90, 90
383, Primal Groudon, m, Continent, Ground, Fire, Desolate Land, , , 5, 999.7, 5, 0, 347, , 120, Slow, Undiscovered, , 100, 180, 160, 150, 90, 90
384, Rayquaza, , Sky High, Dragon, Flying, Air Lock, , , 7, 206.5, 45, 0, 306, , 120, Slow, Undiscovered, , 105, 150, 90, 150, 90, 95
384, Mega Rayquaza, m, Sky High, Dragon, Flying, Delta Stream, , , 10.8, 392, 3, 0, 351, , 120, Slow, Undiscovered, , 105, 180, 100, 180, 100, 115
385, Jirachi, , Wish, Steel, Psychic, Serene Grace, , , 0.3, 1.1, 3, 100, 270, , 120, Slow, Undiscovered, , 100, 100, 100, 100, 100, 100
386, Deoxys Normal Forme, , DNA, Psychic, , Pressure, , , 1.7, 60.8, 3, 0, 270, , 120, Slow, Undiscovered, , 50, 150, 50, 150, 50, 150
386, Deoxys Attack Forme, a, DNA, Psychic, -a, Pressure, , , 1.7, 60.8, 3, 0, 270, , 120, Slow, Undiscovered, , 50, 180, 20, 180, 20, 150
386, Deoxys Defense Forme, d, DNA, Psychic, -d, Pressure, , , 1.7, 60.8, 3, 0, 270, , 120, Slow, Undiscovered, , 50, 70, 160, 70, 160, 90
386, Deoxys Speed Forme, s, DNA, Psychic, -s, Pressure, , , 1.7, 60.8, 3, 0, 270, , 120, Slow, Undiscovered, , 50, 95, 90, 95, 90, 180
387, Turtwig, , Tiny Leaf, Grass, , Overgrow, , Shell Armor, 0.4, 10.2, 45, 70, 64, 87.5, 20, Medium Slow, Grass, Monster, 55, 68, 64, 45, 55, 31
388, Grotle, , Grove, Grass, , Overgrow, , Shell Armor, 1.1, 97, 45, 70, 142, 87.5, 20, Medium Slow, Grass, Monster, 75, 89, 85, 55, 65, 36
389, Torterra, , Continent, Grass, Ground, Overgrow, , Shell Armor, 2.2, 310, 45, 70, 236, 87.5, 20, Medium Slow, Grass, Monster, 95, 109, 105, 75, 85, 56
390, Chimchar, , Chimp, Fire, , Blaze, , Iron Fist, 0.5, 6.2, 45, 70, 62, 87.5, 20, Medium Slow, Field, Human-Like, 44, 58, 44, 58, 44, 61
391, Monferno, , Playful, Fire, Fighting, Blaze, , Iron Fist, 0.9, 22, 45, 70, 142, 87.5, 20, Medium Slow, Field, Human-Like, 64, 78, 52, 78, 52, 81
392, Infernape, , Flame, Fire, Fighting, Blaze, , Iron Fist, 1.2, 55, 45, 70, 240, 87.5, 20, Medium Slow, Field, Human-Like, 76, 104, 71, 104, 71, 108
393, Piplup, , Penguin, Water, , Torrent, , Defiant, 0.4, 5.2, 45, 70, 63, 87.5, 20, Medium Slow, Field, Water 1, 53, 51, 53, 61, 56, 40
394, Prinplup, , Penguin, Water, , Torrent, , Defiant, 0.8, 23, 45, 70, 142, 87.5, 20, Medium Slow, Field, Water 1, 64, 66, 68, 81, 76, 50
395, Empoleon, , Emperor, Water, Steel, Torrent, , Defiant, 1.7, 84.5, 45, 70, 239, 87.5, 20, Medium Slow, Field, Water 1, 84, 86, 88, 111, 101, 60
396, Starly, , Starling, Normal, Flying, Keen Eye, , Reckless, 0.3, 2, 255, 70, 49, 50, 15, Medium Slow, Flying, , 40, 55, 30, 30, 30, 60
397, Staravia, , Starling, Normal, Flying, Intimidate, , Reckless, 0.6, 15.5, 120, 70, 119, 50, 15, Medium Slow, Flying, , 55, 75, 50, 40, 40, 80
398, Staraptor, , Predator, Normal, Flying, Intimidate, , Reckless, 1.2, 24.9, 45, 70, 218, 50, 15, Medium Slow, Flying, , 85, 120, 70, 50, 60, 100
399, Bidoof, , Plump Mouse, Normal, , Simple, Unaware, Moody, 0.5, 20, 255, 70, 50, 50, 15, Medium Fast, Field, Water 1, 59, 45, 40, 35, 40, 31
400, Bibarel, , Beaver, Normal, Water, Simple, Unaware, Moody, 1, 31.5, 127, 70, 144, 50, 15, Medium Fast, Field, Water 1, 79, 85, 60, 55, 60, 71
401, Kricketot, , Cricket, Bug, , Shed Skin, , Run Away, 0.3, 2.2, 255, 70, 39, 50, 15, Medium Slow, Bug, , 37, 25, 41, 25, 41, 25
402, Kricketune, , Cricket, Bug, , Swarm, , Technician, 1, 25.5, 45, 70, 134, 50, 15, Medium Slow, Bug, , 77, 85, 51, 55, 51, 65
403, Shinx, , Flash, Electric, , Rivalry, Intimidate, Guts, 0.5, 9.5, 235, 70, 53, 50, 20, Medium Slow, Field, , 45, 65, 34, 40, 34, 45
404, Luxio, , Spark, Electric, , Rivalry, Intimidate, Guts, 0.9, 30.5, 120, 100, 127, 50, 20, Medium Slow, Field, , 60, 85, 49, 60, 49, 60
405, Luxray, , Gleam Eyes, Electric, , Rivalry, Intimidate, Guts, 1.4, 42, 45, 70, 235, 50, 20, Medium Slow, Field, , 80, 120, 79, 95, 79, 70
406, Budew, , Bud, Grass, Poison, Natural Cure, Poison Point, Leaf Guard, 0.2, 1.2, 255, 70, 56, 50, 20, Medium Slow, Undiscovered, , 40, 30, 35, 50, 70, 55
407, Roserade, , Bouquet, Grass, Poison, Natural Cure, Poison Point, Technician, 0.9, 14.5, 75, 70, 232, 50, 20, Medium Slow, Fairy, Grass, 60, 70, 65, 125, 105, 90
408, Cranidos, , Head Butt, Rock, , Mold Breaker, , Sheer Force, 0.9, 31.5, 45, 70, 70, 87.5, 30, Erratic, Monster, , 67, 125, 40, 30, 30, 58
409, Rampardos, , Head Butt, Rock, , Mold Breaker, , Sheer Force, 1.6, 102.5, 45, 70, 173, 87.5, 30, Erratic, Monster, , 97, 165, 60, 65, 50, 58
410, Shieldon, , Shield, Rock, Steel, Sturdy, , Soundproof, 0.5, 57, 45, 70, 70, 87.5, 30, Erratic, Monster, , 30, 42, 118, 42, 88, 30
411, Bastiodon, , Shield, Rock, Steel, Sturdy, , Soundproof, 1.3, 149.5, 45, 70, 173, 87.5, 30, Erratic, Monster, , 60, 52, 168, 47, 138, 30
412, Burmy, , Bagworm, Bug, , Shed Skin, , Overcoat, 0.2, 3.4, 120, 70, 45, 50, 15, Medium Fast, Bug, , 40, 29, 45, 29, 45, 36
413, Wormadam Plant Cloak, , Bagworm, Bug, Grass, Anticipation, , Overcoat, 0.5, 6.5, 45, 70, 148, 0, 15, Medium Fast, Bug, , 60, 59, 85, 79, 105, 36
413, Wormadam Sandy Cloak, c, Bagworm, Bug, Ground, Anticipation, , Overcoat, 0.5, 6.5, 45, 70, 148, 0, 15, Medium Fast, Bug, , 60, 79, 105, 59, 85, 36
413, Wormadam Trash Cloak, s, Bagworm, Bug, Steel, Anticipation, , Overcoat, 0.5, 6.5, 45, 70, 148, 0, 15, Medium Fast, Bug, , 60, 69, 95, 69, 95, 36
414, Mothim, , Moth, Bug, Flying, Swarm, , Tinted Lens, 0.9, 23.3, 45, 70, 148, 100, 15, Medium Fast, Bug, , 70, 94, 50, 94, 50, 66
415, Combee, , Tiny Bee, Bug, Flying, Honey Gather, , Hustle, 0.3, 5.5, 120, 70, 49, 87.5, 15, Medium Slow, Bug, , 30, 30, 42, 30, 42, 70
416, Vespiquen, , Beehive, Bug, Flying, Pressure, , Unnerve, 1.2, 38.5, 45, 70, 166, 0, 15, Medium Slow, Bug, , 70, 80, 102, 80, 102, 40
417, Pachirisu, , EleSquirrel, Electric, , Run Away, Pickup, Volt Absorb, 0.4, 3.9, 200, 100, 142, 50, 10, Medium Fast, Fairy, Field, 60, 45, 70, 45, 90, 95
418, Buizel, , Sea Weasel, Water, , Swift Swim, , Water Veil, 0.7, 29.5, 190, 70, 66, 50, 20, Medium Fast, Field, Water 1, 55, 65, 35, 60, 30, 85
419, Floatzel, , Sea Weasel, Water, , Swift Swim, , Water Veil, 1.1, 33.5, 75, 70, 173, 50, 20, Medium Fast, Field, Water 1, 85, 105, 55, 85, 50, 115
420, Cherubi, , Cherry, Grass, , Chlorophyll, , , 0.4, 3.3, 190, 70, 55, 50, 20, Medium Fast, Fairy, Grass, 45, 35, 45, 62, 53, 35
421, Cherrim, ~s, Blossom, Grass, , Flower Gift, , , 0.5, 9.3, 75, 70, 158, 50, 20, Medium Fast, Fairy, Grass, 70, 60, 70, 87, 78, 85
422, Shellos, ~e, Sea Slug, Water, , Sticky Hold, Storm Drain, Sand Force, 0.3, 6.3, 190, 70, 65, 50, 20, Medium Fast, Amorphous, Water 1, 76, 48, 48, 57, 62, 34
423, Gastrodon, ~e, Sea Slug, Water, Ground, Sticky Hold, Storm Drain, Sand Force, 0.9, 29.9, 75, 70, 166, 50, 20, Medium Fast, Amorphous, Water 1, 111, 83, 68, 92, 82, 39
424, Ambipom, , Long Tail, Normal, , Technician, Pickup, Skill Link, 1.2, 20.3, 45, 100, 169, 50, 20, Fast, Field, , 75, 100, 66, 60, 66, 115
425, Drifloon, , Balloon, Ghost, Flying, Aftermath, Unburden, Flare Boost, 0.4, 1.2, 125, 70, 70, 50, 30, Fluctuating, Amorphous, , 90, 50, 34, 60, 44, 70
426, Drifblim, , Blimp, Ghost, Flying, Aftermath, Unburden, Flare Boost, 1.2, 15, 60, 70, 174, 50, 30, Fluctuating, Amorphous, , 150, 80, 44, 90, 54, 80
427, Buneary, , Rabbit, Normal, , Run Away, Klutz, Limber, 0.4, 5.5, 190, 0, 70, 50, 20, Medium Fast, Field, Human-Like, 55, 66, 44, 44, 56, 85
428, Lopunny, , Rabbit, Normal, , Cute Charm, Klutz, Limber, 1.2, 33.3, 60, 140, 168, 50, 20, Medium Fast, Field, Human-Like, 65, 76, 84, 54, 96, 105
428, Mega Lopunny, m, Rabbit, Normal, Fighting, Scrappy, , , 1.3, 28.3, 60, 140, 203, 50, 20, Medium Fast, Field, Human-Like, 65, 136, 94, 54, 96, 135
429, Mismagius, , Magical, Ghost, , Levitate, , , 0.9, 4.4, 45, 35, 173, 50, 25, Fast, Amorphous, , 60, 60, 60, 105, 105, 105
430, Honchkrow, , Big Boss, Dark, Flying, Insomnia, Super Luck, Moxie, 0.9, 27.3, 30, 35, 177, 50, 20, Medium Slow, Flying, , 100, 125, 52, 105, 52, 71
431, Glameow, , Catty, Normal, , Limber, Own Tempo, Keen Eye, 0.5, 3.9, 190, 70, 62, 25, 20, Fast, Field, , 49, 55, 42, 42, 37, 85
432, Purugly, , Tiger Cat, Normal, , Thick Fat, Own Tempo, Defiant, 1, 43.8, 75, 70, 158, 25, 20, Fast, Field, , 71, 82, 64, 64, 59, 112
433, Chingling, , Bell, Psychic, , Levitate, , , 0.2, 0.6, 120, 70, 57, 50, 25, Fast, Undiscovered, , 45, 30, 50, 65, 50, 45
434, Stunky, , Skunk, Poison, Dark, Stench, Aftermath, Keen Eye, 0.4, 19.2, 225, 70, 66, 50, 20, Medium Fast, Field, , 63, 63, 47, 41, 41, 74
435, Skuntank, , Skunk, Poison, Dark, Stench, Aftermath, Keen Eye, 1, 38, 60, 70, 168, 50, 20, Medium Fast, Field, , 103, 93, 67, 71, 61, 84
436, Bronzor, , Bronze, Steel, Psychic, Levitate, Heatproof, Heavy Metal, 0.5, 60.5, 255, 70, 60, , 20, Medium Fast, Mineral, , 57, 24, 86, 24, 86, 23
437, Bronzong, , Bronze Bell, Steel, Psychic, Levitate, Heatproof, Heavy Metal, 1.3, 187, 90, 70, 175, , 20, Medium Fast, Mineral, , 67, 89, 116, 79, 116, 33
438, Bonsly, , Bonsai, Rock, , Sturdy, Rock Head, Rattled, 0.5, 15, 255, 70, 58, 50, 20, Medium Fast, Undiscovered, , 50, 80, 95, 10, 45, 10
439, Mime Jr., , Mime, Psychic, Fairy, Soundproof, Filter, Technician, 0.6, 13, 145, 70, 62, 50, 25, Medium Fast, Undiscovered, , 20, 25, 45, 70, 90, 60
440, Happiny, , Playhouse, Normal, , Natural Cure, Serene Grace, Friend Guard, 0.6, 24.4, 130, 140, 110, 0, 40, Fast, Undiscovered, , 100, 5, 5, 15, 65, 30
441, Chatot, , Music Note, Normal, Flying, Keen Eye, Tangled Feet, Big Pecks, 0.5, 1.9, 30, 35, 144, 50, 20, Medium Slow, Flying, , 76, 65, 45, 92, 42, 91
442, Spiritomb, , Forbidden, Ghost, Dark, Pressure, , Infiltrator, 1, 108, 100, 70, 170, 50, 30, Medium Fast, Amorphous, , 50, 92, 108, 92, 108, 35
443, Gible, , Land Shark, Dragon, Ground, Sand Veil, , Rough Skin, 0.7, 20.5, 45, 70, 60, 50, 40, Slow, Dragon, Monster, 58, 70, 45, 40, 45, 42
444, Gabite, , Cave, Dragon, Ground, Sand Veil, , Rough Skin, 1.4, 56, 45, 70, 144, 50, 40, Slow, Dragon, Monster, 68, 90, 65, 50, 55, 82
445, Garchomp, , Mach, Dragon, Ground, Sand Veil, , Rough Skin, 1.9, 95, 45, 70, 270, 50, 40, Slow, Dragon, Monster, 108, 130, 95, 80, 85, 102
445, Mega Garchomp, m, Mach, Dragon, Ground, Sand Force, , , 1.9, 95, 45, 70, 315, 50, 40, Slow, Dragon, Monster, 108, 170, 115, 120, 95, 92
446, Munchlax, , Big Eater, Normal, , Pickup, Thick Fat, Gluttony, 0.6, 105, 50, 70, 78, 87.5, 40, Slow, Undiscovered, , 135, 85, 40, 40, 85, 5
447, Riolu, , Emanation, Fighting, , Steadfast, Inner Focus, Prankster, 0.7, 20.2, 75, 70, 57, 87.5, 25, Medium Slow, Undiscovered, , 40, 70, 40, 35, 40, 60
448, Lucario, , Aura, Fighting, Steel, Steadfast, Inner Focus, Justified, 1.2, 54, 45, 70, 184, 87.5, 25, Medium Slow, Field, Human-Like, 70, 110, 70, 115, 70, 90
448, Mega Lucario, m, Aura, Fighting, Steel, Adaptability, , , 1.3, 57.5, 45, 70, 219, 87.5, 25, Medium Slow, Field, Human-Like, 70, 145, 88, 140, 70, 112
449, Hippopotas, , Hippo, Ground, , Sand Stream, , Sand Force, 0.8, 49.5, 140, 70, 66, 50, 30, Slow, Field, , 68, 72, 78, 38, 42, 32
450, Hippowdon, , Heavyweight, Ground, , Sand Stream, , Sand Force, 2, 300, 60, 70, 184, 50, 30, Slow, Field, , 108, 112, 118, 68, 72, 47
451, Skorupi, , Scorpion, Poison, Bug, Battle Armor, Sniper, Keen Eye, 0.8, 12, 120, 70, 66, 50, 20, Slow, Bug, Water 3, 40, 50, 90, 30, 55, 65
452, Drapion, , Ogre Scorp, Poison, Dark, Battle Armor, Sniper, Keen Eye, 1.3, 61.5, 45, 70, 175, 50, 20, Slow, Bug, Water 3, 70, 90, 110, 60, 75, 95
453, Croagunk, , Toxic Mouth, Poison, Fighting, Anticipation, Dry Skin, Poison Touch, 0.7, 23, 140, 100, 60, 50, 10, Medium Fast, Human-Like, , 48, 61, 40, 61, 40, 50
454, Toxicroak, , Toxic Mouth, Poison, Fighting, Anticipation, Dry Skin, Poison Touch, 1.3, 44.4, 75, 70, 172, 50, 20, Medium Fast, Human-Like, , 83, 106, 65, 86, 65, 85
455, Carnivine, , Bug Catcher, Grass, , Levitate, , , 1.4, 27, 200, 70, 159, 50, 25, Slow, Grass, , 74, 100, 72, 90, 72, 46
456, Finneon, , Wing Fish, Water, , Swift Swim, Storm Drain, Water Veil, 0.4, 7, 190, 70, 66, 50, 20, Erratic, Water 2, , 49, 49, 56, 49, 61, 66
457, Lumineon, , Neon, Water, , Swift Swim, Storm Drain, Water Veil, 1.2, 24, 75, 70, 161, 50, 20, Erratic, Water 2, , 69, 69, 76, 69, 86, 91
458, Mantyke, , Kite, Water, Flying, Swift Swim, Water Absorb, Water Veil, 1, 65, 25, 70, 69, 50, 25, Slow, Undiscovered, , 45, 20, 50, 60, 120, 50
459, Snover, , Frost Tree, Grass, Ice, Snow Warning, , Soundproof, 1, 50.5, 120, 70, 67, 50, 20, Slow, Grass, Monster, 60, 62, 50, 62, 60, 40
460, Abomasnow, , Frost Tree, Grass, Ice, Snow Warning, , Soundproof, 2.2, 135.5, 60, 70, 173, 50, 20, Slow, Grass, Monster, 90, 92, 75, 92, 85, 60
460, Mega Abomasnow, m, Frost Tree, Grass, Ice, Snow Warning, , , 2.7, 185, 60, 70, 208, 50, 20, Slow, Grass, Monster, 90, 132, 105, 132, 105, 30
461, Weavile, , Sharp Claw, Dark, Ice, Pressure, , Pickpocket, 1.1, 34, 45, 35, 179, 50, 20, Medium Slow, Field, , 70, 120, 65, 45, 85, 125
462, Magnezone, , Magnet Area, Electric, Steel, Magnet Pull, Sturdy, Analytic, 1.2, 180, 30, 70, 241, , 20, Medium Fast, Mineral, , 70, 70, 115, 130, 90, 60
463, Lickilicky, , Licking, Normal, , Own Tempo, Oblivious, Cloud Nine, 1.7, 140, 30, 70, 180, 50, 20, Medium Fast, Monster, , 110, 85, 95, 80, 95, 50
464, Rhyperior, , Drill, Ground, Rock, Lightning Rod, Solid Rock, Reckless, 2.4, 282.8, 30, 70, 241, 50, 20, Slow, Field, Monster, 115, 140, 130, 55, 55, 40
465, Tangrowth, , Vine, Grass, , Chlorophyll, Leaf Guard, Regenerator, 2, 128.6, 30, 70, 187, 50, 20, Medium Fast, Grass, , 100, 100, 125, 110, 50, 50
466, Electivire, , Thunderbolt, Electric, , Motor Drive, , Vital Spirit, 1.8, 138.6, 30, 70, 243, 75, 25, Medium Fast, Human-Like, , 75, 123, 67, 95, 85, 95
467, Magmortar, , Blast, Fire, , Flame Body, , Vital Spirit, 1.6, 68, 30, 70, 243, 75, 25, Medium Fast, Human-Like, , 75, 95, 67, 125, 95, 83
468, Togekiss, , Jubilee, Fairy, Flying, Hustle, Serene Grace, Super Luck, 1.5, 38, 30, 70, 245, 87.5, 10, Fast, Fairy, Flying, 85, 50, 95, 120, 115, 80
469, Yanmega, m, Ogre Darner, Bug, Flying, Speed Boost, Tinted Lens, Frisk, 1.9, 51.5, 30, 70, 180, 50, 20, Medium Fast, Bug, , 86, 76, 86, 116, 56, 95
470, Leafeon, , Verdant, Grass, , Leaf Guard, , Chlorophyll, 1, 25.5, 45, 35, 184, 87.5, 35, Medium Fast, Field, , 65, 110, 130, 60, 65, 95
471, Glaceon, , Fresh Snow, Ice, , Snow Cloak, , Ice Body, 0.8, 25.9, 45, 35, 184, 87.5, 35, Medium Fast, Field, , 65, 60, 110, 130, 95, 65
472, Gliscor, , Fang Scorp, Ground, Flying, Hyper Cutter, Sand Veil, Poison Heal, 2, 42.5, 30, 70, 179, 50, 20, Medium Slow, Bug, , 75, 95, 125, 45, 75, 95
473, Mamoswine, , Twin Tusk, Ice, Ground, Oblivious, Snow Cloak, Thick Fat, 2.5, 291, 50, 70, 239, 50, 20, Slow, Field, , 110, 130, 80, 70, 60, 80
474, Porygon-Z, , Virtual, Normal, , Adaptability, Download, Analytic, 0.9, 34, 30, 70, 241, , 20, Medium Fast, Mineral, , 85, 80, 70, 135, 75, 90
475, Gallade, , Blade, Psychic, Fighting, Steadfast, , Justified, 1.6, 52, 45, 35, 233, 100, 20, Slow, Amorphous, Human-Like, 68, 125, 65, 65, 115, 80
475, Mega Gallade, m, Blade, Psychic, Fighting, Inner Focus, , , 1.6, 56.4, 45, 35, 278, 100, 20, Slow, Amorphous, , 68, 165, 95, 65, 115, 110
476, Probopass, , Compass, Rock, Steel, Sturdy, Magnet Pull, Sand Force, 1.4, 340, 60, 70, 184, 50, 20, Medium Fast, Mineral, , 60, 55, 145, 75, 150, 40
477, Dusknoir, , Gripper, Ghost, , Pressure, , Frisk, 2.2, 106.6, 45, 35, 236, 50, 25, Fast, Amorphous, , 45, 100, 135, 65, 135, 45
478, Froslass, , Snow Land, Ice, Ghost, Snow Cloak, , Cursed Body, 1.3, 26.6, 75, 70, 168, 0, 20, Medium Fast, Fairy, Mineral, 70, 80, 70, 80, 70, 110
479, Rotom, , Plasma, Electric, Ghost, Levitate, , , 0.3, 0.3, 45, 70, 154, , 20, Medium Fast, Amorphous, , 50, 50, 77, 95, 77, 91
479, Heat Rotom, h, Plasma, Electric, Fire, Levitate, , , 0.3, 0.3, 45, 70, 182, , 20, Medium Fast, Amorphous, , 50, 65, 107, 105, 107, 86
479, Wash Rotom, w, Plasma, Electric, Water, Levitate, , , 0.3, 0.3, 45, 70, 182, , 20, Medium Fast, Amorphous, , 50, 65, 107, 105, 107, 86
479, Frost Rotom, f, Plasma, Electric, Ice, Levitate, , , 0.3, 0.3, 45, 70, 182, , 20, Medium Fast, Amorphous, , 50, 65, 107, 105, 107, 86
479, Fan Rotom, s, Plasma, Electric, Flying, Levitate, , , 0.3, 0.3, 45, 70, 182, , 20, Medium Fast, Amorphous, , 50, 65, 107, 105, 107, 86
479, Mow Rotom, m, Plasma, Electric, Grass, Levitate, , , 0.3, 0.3, 45, 70, 182, , 20, Medium Fast, Amorphous, , 50, 65, 107, 105, 107, 86
480, Uxie, , Knowledge, Psychic, , Levitate, , , 0.3, 0.3, 3, 140, 261, , 80, Slow, Undiscovered, , 75, 75, 130, 75, 130, 95
481, Mesprit, , Emotion, Psychic, , Levitate, , , 0.3, 0.3, 3, 140, 261, , 80, Slow, Undiscovered, , 80, 105, 105, 105, 105, 80
482, Azelf, , Willpower, Psychic, , Levitate, , , 0.3, 0.3, 3, 140, 261, , 80, Slow, Undiscovered, , 75, 125, 70, 125, 70, 115
483, Dialga, , Temporal, Steel, Dragon, Pressure, , Telepathy, 5.4, 683, 3, 0, 306, , 120, Slow, Undiscovered, , 100, 120, 120, 150, 100, 90
483, Dialga Origin Forme, o, Temporal, Steel, Dragon, Pressure, , Telepathy, 7, 850, 3, 0, 306, , 120, Slow, Undiscovered, , 100, 100, 120, 150, 120, 90
484, Palkia, , Spatial, Water, Dragon, Pressure, , Telepathy, 4.2, 336, 3, 0, 306, , 120, Slow, Undiscovered, , 90, 120, 100, 150, 120, 100
484, Palkia Origin Forme, o, Spatial, Water, Dragon, Pressure, , Telepathy, 6.3, 660, 3, 0, 306, , 120, Slow, Undiscovered, , 90, 100, 100, 150, 120, 120
485, Heatran, , Lava Dome, Fire, Steel, Flash Fire, , Flame Body, 1.7, 430, 3, 100, 270, 50, 10, Slow, Undiscovered, , 91, 90, 106, 130, 106, 77
486, Regigigas, , Colossal, Normal, , Slow Start, , , 3.7, 420, 3, 0, 302, , 120, Slow, Undiscovered, , 110, 160, 110, 80, 110, 100
487, Giratina, , Renegade, Ghost, Dragon, Pressure, , Telepathy, 4.5, 750, 3, 0, 306, , 120, Slow, Undiscovered, , 150, 100, 120, 100, 120, 90
487, Giratina Origin Forme, o, Renegade, Ghost, Dragon, Levitate, , , 6.9, 650, 3, 0, 306, , 120, Slow, Undiscovered, , 150, 120, 100, 120, 100, 90
488, Cresselia, , Lunar, Psychic, , Levitate, , , 1.5, 85.6, 3, 100, 270, 0, 120, Slow, Undiscovered, , 120, 70, 120, 75, 130, 85
489, Phione, , Sea Drifter, Water, , Hydration, , , 0.4, 3.1, 30, 70, 216, , 40, Slow, Fairy, Water 1, 80, 80, 80, 80, 80, 80
490, Manaphy, , Seafaring, Water, , Hydration, , , 0.3, 1.4, 3, 70, 270, , 10, Slow, Fairy, Water 1, 100, 100, 100, 100, 100, 100
491, Darkrai, , Pitch-Black, Dark, , Bad Dreams, , , 1.5, 50.5, 3, 0, 270, , 120, Slow, Undiscovered, , 70, 90, 90, 135, 90, 125
492, Shaymin, , Gratitude, Grass, , Natural Cure, , , 0.2, 2.1, 45, 100, 270, , 120, Medium Slow, Undiscovered, , 100, 100, 100, 100, 100, 100
492, Shaymin Sky Forme, s, Gratitude, Grass, Flying, Serene Grace, , , 0.4, 5.2, 45, 100, 270, , 120, Medium Slow, Undiscovered, , 100, 103, 75, 120, 75, 127
